Lahko Anseriformes - Sorsalinnut					
Heimo Anatidae - Sorsat					
CLAGLA	Clamator glandarius		harakkakäki	skatgök	Great Spotted Cuckoo
CUCCAN	Cuculus canorus		käki	gök	Common Cuckoo
CUCOPT	Cuculus optatus		idänkäki	tajgagök	Oriental Cuckoo
Lahko Pteroclidiformes - Hietakanalinnut					
Heimo Pteroclididae - Hietakyyhkyt					
SYRPAR	Syrrhaptes paradoxus		arokyyhky	stäppflyghöna	Pallas's Sandgrouse
Lahko Columbiformes - Kyyhkylinnut					
Heimo Columbidae - Kyyhkyt					
STRORI	Streptopelia orientalis		idänturturikyyhky	större turturduva	Oriental Turtle Dove
STRTUR	Streptopelia turtur		turturikyyhky	turturduva	European Turtle Dove
STRDEC	Streptopelia decaocto		turkinkyyhky	turkduva	Eurasian Collared Dove
COLPAL	Columba palumbus		sepelkyyhky	ringduva	Common Wood Pigeon
COLLIV	Columba livia	C	kesykyyhky	tamduva	Feral Pigeon
COLOEN	Columba oenas		uuttukyyhky	skogsduva	Stock Dove
Lahko Gruiformes - Kurkilinnut					
Heimo Gruidae - Kurjet					
ANTCAN	Antigone canadensis		hietakurki	prärietrana	Sandhill Crane
GRUVIR	Grus virgo		neitokurki	jungfrutrana	Demoiselle Crane
GRUGRU	Grus grus		kurki	trana	Common Crane
Heimo Rallidae - Rantakanat					
RALAQU	Rallus aquaticus		luhtakana	vattenrall	Water Rail
CRECRE	Crex crex		ruisrääkkä	kornknarr	Corn Crake
PORPOR	Porzana porzana		luhtahuitti	småfläckig sumphöna	Spotted Crake
GALCHL	Gallinula chloropus		liejukana	rörhöna	Common Moorhen
FULATR	Fulica atra		nokikana	sothöna	Eurasian Coot
PORALL	Porphyrio alleni		kurnuliejukana	mindre sultanhöna	Allen's Gallinule
ZAPPAR	Zapornia parva		pikkuhuitti	mindre sumphöna	Little Crake
ZAPPUS	Zapornia pusilla		kääpiöhuitti	dvärgsumphöna	Baillon's Crake
Lahko Charadriiformes - Rantalinnut					
Heimo Burhinidae - Paksujalat					
BUROED	Burhinus oedicnemus		paksujalka	tjockfot	Eurasian Stone-curlew
Heimo Recurvirostridae - Avosetit					
RECAVO	Recurvirostra avosetta		avosetti	skärfläcka	Pied Avocet
HIMHIM	Himantopus himantopus		pitkäjalka	styltlöpare	Black-winged Stilt
Heimo Haematopodidae - Meriharakat					
HAEOST	Haematopus ostralegus		meriharakka	strandskata	Eurasian Oystercatcher
Heimo Charadriidae - Kurmitsat					
PLUSQU	Pluvialis squatarola		tundrakurmitsa	kustpipare	Grey Plover
PLUAPR	Pluvialis apricaria		kapustarinta	ljungpipare	European Golden Plover
PLUDOM	Pluvialis dominica		amerikankurmitsa	amerikansk tundrapipare	American Golden Plover
PLUFUL	Pluvialis fulva		siperiankurmitsa	sibirisk tundrapipare	Pacific Golden Plover
EUDMOR	Eudromias morinellus		keräkurmitsa	fjällpipare	Eurasian Dotterel
CHAHIA	Charadrius hiaticula		tylli	större strandpipare	Common Ringed Plover
THIDUB	Thinornis dubius		pikkutylli	mindre strandpipare	Little Ringed Plover
VANVAN	Vanellus vanellus		töyhtöhyyppä	tofsvipa	Northern Lapwing
VANGRE	Vanellus gregarius		arohyyppä	stäppvipa	Sociable Lapwing
VANLEU	Vanellus leucurus		suohyyppä	sumpvipa	White-tailed Lapwing
ANAASI	Anarhynchus asiaticus		kaspiantylli	kaspisk pipare	Caspian Plover
ANAVER	Anarhynchus veredus		gobintylli	orientpipare	Oriental Plover
ANAATR	Anarhynchus atrifrons		ylänkötylli	tibetpipare	Tibetan Sand Plover
ANALES	Anarhynchus leschenaultii		aavikkotylli	ökenpipare	Greater Sand Plover
ANAALE	Anarhynchus alexandrinus		mustajalkatylli	svartbent strandpipare	Kentish Plover
Heimo Scolopacidae - Kurpat					
BARLON	Bartramia longicauda		preeriakahlaaja	piparsnäppa	Upland Sandpiper
NUMMIN	Numenius minutus		taigakuovi	dvärgspov	Little Curlew
NUMPHA	Numenius phaeopus		pikkukuovi	småspov	Eurasian Whimbrel
NUMARQ	Numenius arquata		kuovi	storspov	Eurasian Curlew
LIMLAP	Limosa lapponica		punakuiri	myrspov	Bar-tailed Godwit
LIMLIM	Limosa limosa		mustapyrstökuiri	rödspov	Black-tailed Godwit
LIMSCO	Limnodromus scolopaceus		tundrakurppelo	större beckasinsnäppa	Long-billed Dowitcher
LYMMIN	Lymnocryptes minimus		jänkäkurppa	dvärgbeckasin	Jack Snipe
SCORUS	Scolopax rusticola		lehtokurppa	morkulla	Eurasian Woodcock
GALMED	Gallinago media		heinäkurppa	dubbelbeckasin	Great Snipe
GALMEG	Gallinago megala		siperiankurppa	tajgabeckasin	Swinhoe's Snipe
GALDEL	Gallinago delicata		amerikantaivaanvuohi	amerikansk beckasin	Wilson's Snipe
GALGAL	Gallinago gallinago		taivaanvuohi	enkelbeckasin	Common Snipe
XENCIN	Xenus cinereus		rantakurvi	tereksnäppa	Terek Sandpiper
ACTHYP	Actitis hypoleucos		rantasipi	drillsnäppa	Common Sandpiper
ACTMAC	Actitis macularius		amerikansipi	fläckdrillsnäppa	Spotted Sandpiper
PHATRI	Phalaropus tricolor		amerikanvesipääsky	präriesimsnäppa	Wilson's Phalarope
PHAFUL	Phalaropus fulicarius		isovesipääsky	brednäbbad simsnäppa	Red Phalarope
PHALOB	Phalaropus lobatus		vesipääsky	smalnäbbad simsnäppa	Red-necked Phalarope
TRIOCH	Tringa ochropus		metsäviklo	skogssnäppa	Green Sandpiper
TRISTA	Tringa stagnatilis		lampiviklo	dammsnäppa	Marsh Sandpiper
TRIGLA	Tringa glareola		liro	grönbena	Wood Sandpiper
TRITOT	Tringa totanus		punajalkaviklo	rödbena	Common Redshank
TRIFLA	Tringa flavipes		keltajalkaviklo	mindre gulbena	Lesser Yellowlegs
TRISEM	Tringa semipalmata		preeriaviklo	willet	Willet
TRIERY	Tringa erythropus		mustaviklo	svartsnäppa	Spotted Redshank
TRINEB	Tringa nebularia		valkoviklo	gluttsnäppa	Common Greenshank
AREINT	Arenaria interpres		karikukko	roskarl	Ruddy Turnstone
CALCAN	Calidris canutus		isosirri	kustsnäppa	Red Knot
CALPUG	Calidris pugnax		suokukko	brushane	Ruff
CALACU	Calidris acuminata		suippopyrstösirri	spetsstjärtad snäppa	Sharp-tailed Sandpiper
CALFAL	Calidris falcinellus		jänkäsirriäinen	myrsnäppa	Broad-billed Sandpiper
CALFER	Calidris ferruginea		kuovisirri	spovsnäppa	Curlew Sandpiper
CALHIM	Calidris himantopus		pitkäkoipisirri	styltsnäppa	Stilt Sandpiper
CALRUF	Calidris ruficollis		rusokaulasirri	rödhalsad snäppa	Red-necked Stint
CALTEM	Calidris temminckii		lapinsirri	mosnäppa	Temminck's Stint
CALSMI	Calidris subminuta		siperiansirri	långtåsnäppa	Long-toed Stint
CALSRU	Calidris subruficollis		tundravikla	prärielöpare	Buff-breasted Sandpiper
CALALB	Calidris alba		pulmussirri	sandlöpare	Sanderling
CALALP	Calidris alpina		suosirri	kärrsnäppa	Dunlin
CALMAR	Calidris maritima		merisirri	skärsnäppa	Purple Sandpiper
CALBAI	Calidris bairdii		eskimosirri	gulbröstad snäppa	Baird's Sandpiper
CALMEL	Calidris melanotos		palsasirri	tuvsnäppa	Pectoral Sandpiper
CALMIN	Calidris minuta		pikkusirri	småsnäppa	Little Stint
CALLLA	Calidris minutilla	B	amerikansirri	dvärgsnäppa	Least Sandpiper
CALFUS	Calidris fuscicollis		valkoperäsirri	vitgumpsnäppa	White-rumped Sandpiper
Heimo Glareolidae - Pääskykahlaajat					
CURSOR	Cursorius cursor		aavikkojuoksija	ökenlöpare	Cream-colored Courser
GLAMAL	Glareola maldivarum		aasianpääskykahlaaja	orientvadarsvala	Oriental Pratincole
GLANOR	Glareola nordmanni		aropääskykahlaaja	svartvingad vadarsvala	Black-winged Pratincole
GLAPRA	Glareola pratincola		pääskykahlaaja	rödvingad vadarsvala	Collared Pratincole
Heimo Stercorariidae - Kihut					
STECUS	Stercorarius parasiticus		merikihu	kustlabb	Parasitic Jaeger
STELON	Stercorarius longicaudus		tunturikihu	fjällabb	Long-tailed Jaeger
STEPOM	Stercorarius pomarinus		leveäpyrstökihu	bredstjärtad labb	Pomarine Jaeger
STESKU	Stercorarius skua		isokihu	storlabb	Great Skua
Heimo Alcidae - Ruokit					
FRAARC	Fratercula arctica		lunni	lunnefågel	Atlantic Puffin
SYNANT	Synthliboramphus antiquus		mustakurkkumurri	kragalka	Ancient Murrelet
CEPGRY	Cepphus grylle		riskilä	tobisgrissla	Black Guillemot
ALCTOR	Alca torda		ruokki	tordmule	Razorbill
ALLALL	Alle alle		pikkuruokki	alkekung	Little Auk
URILOM	Uria lomvia		pohjankiisla	spetsbergsgrissla	Thick-billed Murre
URIAAL	Uria aalge		etelänkiisla	sillgrissla	Common Murre
Heimo Laridae - Lokit					
STEALB	Sternula albifrons		pikkutiira	småtärna	Little Tern
HYDCAS	Hydroprogne caspia		räyskä	skräntärna	Caspian Tern
GELNIL	Gelochelidon nilotica		hietatiira	sandtärna	Gull-billed Tern
CHLHYB	Chlidonias hybrida		valkoposkitiira	skäggtärna	Whiskered Tern
CHLLEU	Chlidonias leucopterus		valkosiipitiira	vitvingad tärna	White-winged Tern
CHLNIG	Chlidonias niger		mustatiira	svarttärna	Black Tern
THASAN	Thalasseus sandvicensis		riuttatiira	kentsk tärna	Sandwich Tern
STEAEA	Sterna paradisaea		lapintiira	silvertärna	Arctic Tern
STEHIR	Sterna hirundo		kalatiira	fisktärna	Common Tern
HYDMIN	Hydrocoloeus minutus		pikkulokki	dvärgmås	Little Gull
RHOROS	Rhodostethia rosea		ruusulokki	rosenmås	Ross's Gull
RISTRI	Rissa tridactyla		pikkukajava	tretåig mås	Black-legged Kittiwake
XEMSAB	Xema sabini		tiiralokki	tärnmås	Sabine's Gull
PAGEBU	Pagophila eburnea		jäälokki	ismås	Ivory Gull
CHRGEN	Chroicocephalus genei		kaitanokkalokki	långnäbbad mås	Slender-billed Gull
CHRRID	Chroicocephalus ridibundus		naurulokki	skrattmås	Black-headed Gull
LEUATR	Leucophaeus atricilla		nokisiipilokki	sotvingad mås	Laughing Gull
LEUPIP	Leucophaeus pipixcan		preerianaurulokki	präriemås	Franklin's Gull
ICHAUD	Ichthyaetus audouinii		välimerenlokki	rödnäbbad trut	Audouin's Gull
ICHMEL	Ichthyaetus melanocephalus		mustanmerenlokki	svarthuvad mås	Mediterranean Gull
LARCAN	Larus canus		kalalokki	fiskmås	Common Gull
LARCAC	Larus cachinnans		aroharmaalokki	kaspisk trut	Caspian Gull
LARARG	Larus argentatus		harmaalokki	gråtrut	European Herring Gull
LARMIC	Larus michahellis		etelänharmaalokki	medelhavstrut	Yellow-legged Gull
LARMAR	Larus marinus		merilokki	havstrut	Great Black-backed Gull
LARHYP	Larus hyperboreus		isolokki	vittrut	Glaucous Gull
LARFUS	Larus fuscus		selkälokki	silltrut	Lesser Black-backed Gull
LARSCH	Larus schistisagus		ohotanlokki	skiffertrut	Slaty-backed Gull
LARGLA	Larus glaucoides		grönlanninlokki	vitvingad trut	Iceland Gull
Lahko Gaviiformes - Kuikkalinnut					
Heimo Gaviidae - Kuikat					
GAVSTE	Gavia stellata		kaakkuri	smålom	Red-throated Loon
GAVIMM	Gavia immer		amerikanjääkuikka	svartnäbbad islom	Common Loon
GAVADA	Gavia adamsii		jääkuikka	vitnäbbad islom	Yellow-billed Loon
GAVPAC	Gavia pacifica		tundrakuikka	stillahavslom	Pacific Loon
GAVARC	Gavia arctica		kuikka	storlom	Black-throated Loon
Lahko Procellariiformes - Ulappalinnut					
Heimo Hydrobatidae - Ulappakeijut					
HYDPEL	Hydrobates pelagicus		merikeiju	stormsvala	European Storm Petrel
HYDTRO/HYDMON/HYDJAB	Hydrobates castro/monteiroi/jabejabe		madeirankeiju/azorienkeiju/kapverdenkeiju	oceanstormsvala/azorstormsvala/kapverdestormsvala	Band-rumped Storm Petrel / Monteiro's Storm Petrel / Cape Verde Storm Petrel
HYDLEU	Hydrobates leucorhous		myrskykeiju	klykstjärtad stormsvala	Leach's Storm Petrel
Heimo Procellariidae - Ulappaliitäjät					
FULGLA	Fulmarus glacialis		myrskylintu	stormfågel	Northern Fulmar
ARDGRI	Ardenna grisea		nokiliitäjä	grålira	Sooty Shearwater
ARDVIS	Ardenna gravis		isoliitäjä	större lira	Great Shearwater
PUFPUF	Puffinus puffinus		pikkuliitäjä	mindre lira	Manx Shearwater
Lahko Ciconiiformes - Kattohaikaralinnut					
Heimo Ciconiidae - Kattohaikarat					
CICNIG	Ciconia nigra		mustahaikara	svart stork	Black Stork
CICCIC	Ciconia ciconia		kattohaikara	vit stork	White Stork
Lahko Suliformes - Suulalinnut					
Heimo Sulidae - Suulat					
MORBAS	Morus bassanus		suula	havssula	Northern Gannet
SULLEU/SULBRE	Sula leucogaster/brewsteri		ruskosuula/meksikonruskosuula	brunsula/cocossula	Brown Booby / Cocos Booby
Heimo Phalacrocoracidae - Merimetsot					
MICPYG	Microcarbo pygmaeus		pikkumerimetso	dvärgskarv	Pygmy Cormorant
GULARI	Gulosus aristotelis		karimetso	toppskarv	European Shag
PHACAR	Phalacrocorax carbo		merimetso	storskarv	Great Cormorant
Lahko Pelecaniformes - Pelikaanilinnut					
Heimo Threskiornithidae - Iibikset					
PLEFAL	Plegadis falcinellus		pronssi-iibis	bronsibis	Glossy Ibis
PLALEU	Platalea leucorodia		kapustahaikara	skedstork	Eurasian Spoonbill
Heimo Pelecanidae - Pelikaanit					
PELONO	Pelecanus onocrotalus	B	pelikaani	vit pelikan	Great White Pelican
PELCRI	Pelecanus crispus		kiharapelikaani	krushuvad pelikan	Dalmatian Pelican
Heimo Ardeidae - Haikarat					
BOTSTE	Botaurus stellaris		kaulushaikara	rördrom	Eurasian Bittern
BOTMIN	Botaurus minutus		pikkuhaikara	dvärgrördrom	Little Bittern
EGRGAR	Egretta garzetta		silkkihaikara	silkeshäger	Little Egret
NYCNYC	Nycticorax nycticorax		yöhaikara	natthäger	Black-crowned Night Heron
ARDRAL	Ardeola ralloides		rääkkähaikara	rallhäger	Squacco Heron
ARDALB	Ardea alba		jalohaikara	ägretthäger	Great Egret
ARDIBI	Ardea ibis		lehmähaikara	kohäger	Western Cattle Egret
ARDPUR	Ardea purpurea		ruskohaikara	purpurhäger	Purple Heron
ARDCIN	Ardea cinerea		harmaahaikara	gråhäger	Grey Heron
Lahko Caprimulgiformes - Kehrääjälinnut					
Heimo Caprimulgidae - Kehrääjät					
CAPEUR	Caprimulgus europaeus		kehrääjä	nattskärra	European Nightjar
Lahko Apodiformes - Kirskulinnut					
Heimo Apodidae - Kiitäjät					
HIRCAU	Hirundapus caudacutus		piikkipyrstökiitäjä	taggstjärtseglare	White-throated Needletail
TACMEL	Tachymarptis melba		alppikiitäjä	alpseglare	Alpine Swift
APUCAF	Apus caffer		häätökiitäjä	vitgumpseglare	White-rumped Swift
APUAPU	Apus apus		tervapääsky	tornseglare	Common Swift
APUPAL	Apus pallidus		vaaleakiitäjä	blek tornseglare	Pallid Swift
Lahko Strigiformes - Pöllölinnut					
Heimo Tytonidae - Tornipöllöt					
TYTALB	Tyto alba		tornipöllö	tornuggla	Western Barn Owl
Heimo Strigidae - Pöllöt					
AEGFUN	Aegolius funereus		helmipöllö	pärluggla	Boreal Owl
ATHNOC	Athene noctua		minervanpöllö	minervauggla	Little Owl
SURULU	Surnia ulula		hiiripöllö	hökuggla	Northern Hawk-Owl
GLAPAS	Glaucidium passerinum		varpuspöllö	sparvuggla	Eurasian Pygmy Owl
OTUSCO	Otus scops		kyläpöllönen	dvärguv	Eurasian Scops Owl
ASIFLA	Asio flammeus		suopöllö	jorduggla	Short-eared Owl
ASIOTU	Asio otus		sarvipöllö	hornuggla	Long-eared Owl
BUBSCA	Bubo scandiacus		tunturipöllö	fjälluggla	Snowy Owl
BUBBUB	Bubo bubo		huuhkaja	berguv	Eurasian Eagle-Owl
STRALU	Strix aluco		lehtopöllö	kattuggla	Tawny Owl
STRURA	Strix uralensis		viirupöllö	slaguggla	Ural Owl
STRNEB	Strix nebulosa		lapinpöllö	lappuggla	Great Grey Owl
Lahko Accipitriformes - Päiväpetolinnut					
Heimo Pandionidae - Sääkset					
PANHAL	Pandion haliaetus		sääksi	fiskgjuse	Osprey
Heimo Accipitridae - Haukat					
NEOPER	Neophron percnopterus		pikkukorppikotka	smutsgam	Egyptian Vulture
PERAPI	Pernis apivorus		mehiläishaukka	bivråk	European Honey Buzzard
PERPTI	Pernis ptilorhynchus		idänmehiläishaukka	tofsbivråk	Crested Honey Buzzard
AEGMON	Aegypius monachus		munkkikorppikotka	grågam	Cinereous Vulture
GYPFUL	Gyps fulvus		hanhikorppikotka	gåsgam	Griffon Vulture
CIRGAL	Circaetus gallicus		käärmekotka	ormörn	Short-toed Snake Eagle
CLACLA	Clanga clanga		kiljukotka	större skrikörn	Greater Spotted Eagle
CLAPOM	Clanga pomarina		pikkukiljukotka	mindre skrikörn	Lesser Spotted Eagle
HIEPEN	Hieraaetus pennatus		pikkukotka	dvärgörn	Booted Eagle
AQUNIP	Aquila nipalensis		arokotka	stäppörn	Steppe Eagle
AQUHEL	Aquila heliaca		keisarikotka	kejsarörn	Eastern Imperial Eagle
AQUCHR	Aquila chrysaetos		maakotka	kungsörn	Golden Eagle
ACCNIS	Accipiter nisus		varpushaukka	sparvhök	Eurasian Sparrowhawk
ASTGEN	Astur gentilis		kanahaukka	duvhök	Eurasian Goshawk
CIRMAC	Circus macrourus		arosuohaukka	stäpphök	Pallid Harrier
CIRCYA	Circus cyaneus		sinisuohaukka	blå kärrhök	Hen Harrier
CIRPYG	Circus pygargus		niittysuohaukka	ängshök	Montagu's Harrier
CIRAER	Circus aeruginosus		ruskosuohaukka	brun kärrhök	Western Marsh Harrier
MILMIL	Milvus milvus		isohaarahaukka	röd glada	Red Kite
MILMIG	Milvus migrans		haarahaukka	brun glada	Black Kite
HALLEU	Haliaeetus leucoryphus	B	aromerikotka	bandhavsörn	Pallas's Fish Eagle
HALALB	Haliaeetus albicilla		merikotka	havsörn	White-tailed Eagle
BUTLAG	Buteo lagopus		piekana	fjällvråk	Rough-legged Buzzard
BUTBUT	Buteo buteo		hiirihaukka	ormvråk	Common Buzzard
BUTRUF	Buteo rufinus		arohiirihaukka	örnvråk	Long-legged Buzzard
Lahko Bucerotiformes - Sarvinokkalinnut					
Heimo Upupidae - Harjalinnut					
UPUEPO	Upupa epops		harjalintu	härfågel	Common Hoopoe
Lahko Coraciiiformes - Säihkylinnut					
Heimo Coraciidae - Sininärhet					
CORGAR	Coracias garrulus		sininärhi	blåkråka	European Roller
Heimo Meropidae - Mehiläissyöjät					
MERAPI	Merops apiaster		mehiläissyöjä	biätare	European Bee-eater
MERPER	Merops persicus		vihermehiläissyöjä	grön biätare	Blue-cheeked Bee-eater
Heimo Alcedinidae - Kuningaskalastajat					
ALCATT	Alcedo atthis		kuningaskalastaja	kungsfiskare	Common Kingfisher
Lahko Piciformes - Tikkalinnut					
Heimo Picidae - Tikat					
JYNTOR	Jynx torquilla		käenpiika	göktyta	Eurasian Wryneck
PICCAN	Picus canus		harmaapäätikka	gråspett	Grey-headed Woodpecker
PICVIR	Picus viridis		vihertikka	gröngöling	European Green Woodpecker
DRYMAR	Dryocopus martius		palokärki	spillkråka	Black Woodpecker
PICTRI	Picoides tridactylus		pohjantikka	tretåig hackspett	Eurasian Three-toed Woodpecker
DENMED	Dendrocoptes medius		tammitikka	mellanspett	Middle Spotted Woodpecker
DENLEU	Dendrocopos leucotos		valkoselkätikka	vitryggig hackspett	White-backed Woodpecker
DENMAJ	Dendrocopos major		käpytikka	större hackspett	Great Spotted Woodpecker
DRYMIN	Dryobates minor		pikkutikka	mindre hackspett	Lesser Spotted Woodpecker
Lahko Falconiformes - Jalohaukkalinnut					
Heimo Falconidae - Jalohaukat					
FALNAU	Falco naumanni		pikkutuulihaukka	rödfalk	Lesser Kestrel
FALTIN	Falco tinnunculus		tuulihaukka	tornfalk	Common Kestrel
FALVES	Falco vespertinus		punajalkahaukka	aftonfalk	Red-footed Falcon
FALCOL	Falco columbarius		ampuhaukka	stenfalk	Merlin
FALELE	Falco eleonorae		välimerenhaukka	eleonorafalk	Eleonora's Falcon
FALSUB	Falco subbuteo		nuolihaukka	lärkfalk	Eurasian Hobby
FALPER	Falco peregrinus		muuttohaukka	pilgrimsfalk	Peregrine Falcon
FALRUS	Falco rusticolus		tunturihaukka	jaktfalk	Gyrfalcon
FALCHE	Falco cherrug		aavikkohaukka	tatarfalk	Saker Falcon
Lahko Passeriformes - Varpuslinnut					
Heimo Oriolidae - Kuhankeittäjät					
ORIORI	Oriolus oriolus		kuhankeittäjä	sommargylling	Eurasian Golden Oriole
Heimo Laniidae - Lepinkäiset					
LANEXC	Lanius excubitor		isolepinkäinen	varfågel	Great Grey Shrike
LANBOR	Lanius borealis		taigaisolepinkäinen	beringvarfågel	Northern Shrike
LANNUB	Lanius nubicus		valko-otsalepinkäinen	masktörnskata	Masked Shrike
LANMIN	Lanius minor		mustaotsalepinkäinen	svartpannad törnskata	Lesser Grey Shrike
LANSEN	Lanius senator		punapäälepinkäinen	rödhuvad törnskata	Woodchat Shrike
LANISA	Lanius isabellinus		punapyrstölepinkäinen	isabellatörnskata	Isabelline Shrike
LANCOL	Lanius collurio		pikkulepinkäinen	törnskata	Red-backed Shrike
LANPHO	Lanius phoenicuroides		ruostepäälepinkäinen	turkestantörnskata	Red-tailed Shrike
LANCRI	Lanius cristatus		siperianlepinkäinen	brun törnskata	Brown Shrike
Heimo Corvidae - Varikset					
PERINF	Perisoreus infaustus		kuukkeli	lavskrika	Siberian Jay
GARGLA	Garrulus glandarius		närhi	nötskrika	Eurasian Jay
PICPIC	Pica pica		harakka	skata	Eurasian Magpie
NUCCAR	Nucifraga caryocatactes		pähkinähakki	nötkråka	Northern Nutcracker
COLDAU	Coloeus dauuricus	B	idännaakka	klippkaja	Daurian Jackdaw
COLMON	Coloeus monedula		naakka	kaja	Western Jackdaw
CORFRU	Corvus frugilegus		mustavaris	råka	Rook
CORRAX	Corvus corax		korppi	korp	Northern Raven
